species,distance_to_mean_shape,closest_species,distance_to_closest,furthest_species,distance_to_furthest,ficha_en,ficha_es,fuentes_wikipedia
Calyptraea_conica,217.024,Antisabia_panamensis,63.413,Terebra_taurina,565.567,"Calyptraea conica, commonly referred to as the Chinese hat snail, is a marine gastropod mollusk belonging to the family Calyptraeidae. The genus Calyptraea is characterized by its distinct cup-and-saucer shaped shells, resembling a Chinese hat. These snails exhibit a conical shell structure that is typically coiled irregularly without a distinct apex. The shell surface is smooth, lacking prominent varices or ribs, and is usually light-colored. Calyptraea conica is native to marine environments and is primarily found in the Gulf of California.

Morphologically, Calyptraea conica shares similarities with Antisabia panamensis, including their conical shell shape and moderate size. However, it contrasts greatly with Terebra taurina, which is known for its elongated, spirally sculptured shell with an extended siphonal canal, representative of a more divergent form.

The species exhibits peripheral characteristics in terms of its shell morphology, having a considerable distance from the mean shape typical of other gastropods in the region.

Calyptraea conica inhabits rocky substrates where it can attach itself securely, feeding primarily by filter feeding detritus and plankton. This species plays an ecological role within its habitat but does not have any noted symbiotic relationships or particular reproductive strategies documented in available sources.","Calyptraea conica, comúnmente conocida como el caracol sombrero chino, es un molusco gasterópodo marino perteneciente a la familia Calyptraeidae. El género Calyptraea se caracteriza por sus distintivas conchas en forma de taza y platillo, que se asemejan a un sombrero chino. Estos caracoles presentan una estructura de concha cónica que generalmente se enrolla de manera irregular sin un ápice distintivo. La superficie de la concha es lisa, carece de prominentes varices o costillas, y generalmente es de color claro. Calyptraea conica es nativa de ambientes marinos y se encuentra principalmente en el Golfo de California.

Morfológicamente, Calyptraea conica comparte similitudes con Antisabia panamensis, incluidas su forma de concha cónica y tamaño moderado. Sin embargo, contrasta mucho con Terebra taurina, conocida por su concha alargada con escultura espiral y canal sifonal extendido, representativa de una forma más divergente.

La especie exhibe características periféricas en términos de su morfología de concha, presentando una distancia considerable respecto a la forma media típica de otros gasterópodos en la región.

Calyptraea conica habita en sustratos rocosos donde puede adherirse de manera segura, alimentándose principalmente mediante el filtrado de detritos y plancton. Esta especie desempeña un papel ecológico dentro de su hábitat, pero no tiene relaciones simbióticas notables ni estrategias reproductivas particulares documentadas en las fuentes disponibles.",Wikipedia: Calyptraea conica | Wikipedia: Calyptraea
Fulguropsis_texana,2.184,Ficus_papyratia,81.934,Caecum_heptagonum,660.671,"Fulguropsis texana is part of the family Busyconidae, commonly known as the crown conches. This species belongs to the genus Fulguropsis, which includes various marine gastropods. Fulguropsis texana, described by Hollister in 1958, displays morphological similarities with Ficus papyratia, indicating shared traits such as the shell structure. Conversely, it is significantly different from Caecum heptagonum, highlighting its unique morphological features. The genus Fulguropsis typically exhibits shells with long siphonal canals and a flattened spire, characteristics that may be observable in Fulguropsis texana. The species forms part of the ecological framework within the Gulf of California, contributing to the diverse marine life of the region.","Fulguropsis texana forma parte de la familia Busyconidae, comúnmente conocida como los caracoles corona. Esta especie pertenece al género Fulguropsis, que incluye varios gasterópodos marinos. Fulguropsis texana, descrita por Hollister en 1958, muestra similitudes morfológicas con Ficus papyratia, lo que indica características compartidas como la estructura de la concha. Por el contrario, es significativamente diferente de Caecum heptagonum, lo que resalta sus características morfológicas únicas. El género Fulguropsis generalmente exhibe conchas con canales sifonales largos y una espira aplastada, características que pueden observarse en Fulguropsis texana. La especie forma parte del marco ecológico del Golfo de California, contribuyendo a la diversa vida marina de la región.",Wikipedia: Fulguropsis texana | Wikipedia: Fulguropsis
Agaronia_propatula,226.852,Olivella_nivea,24.464,Thylacodes_riisei,671.662,"Agaronia propatula is a species of sea snail belonging to the family Olividae, commonly known as olive snails. The shell is ovate-oblong, slightly swollen towards the base, and exhibits a pale ochraceous color with sparse longitudinal zigzag brown lines and darker transverse hair-like lines, along with scattered spots. The shell measures between 25 mm and 56 mm in length. The aperture is wide and effuse anteriorly, and the columella displays a few oblique plaits at the front. Agaronia propatula is distributed along the Pacific Ocean coasts of Central America, Colombia, and Ecuador.

This species is characterized by its ecological adaptability to various tropical and subtropical marine environments, typically found in shallow waters over sandy and muddy substrates. The species is noted for cannibalistic behavior, where intraspecific predation pressure does not trigger autotomy even at size-dependent levels.

Morphologically, Agaronia propatula is distantly related to Thylacodes riisei, highlighting significant divergence in shell traits. However, it exhibits closer resemblance to Olivella nivea, sharing similar oliviform shell characteristics.

Agaronia propatula has a peripheral position concerning the average form typical of the Gulf region, suggesting divergence from the common gastropod morphology found there.","Agaronia propatula es una especie de caracol marino perteneciente a la familia Olividae, comúnmente conocida como caracoles oliva. La concha es ovada-oblonga, ligeramente hinchada hacia la base, y presenta un color ocráceo pálido con líneas marrones en zigzag longitudinales dispersas y líneas más oscuras similares a cabellos transversales, junto con manchas dispersas. La concha mide entre 25 mm y 56 mm de longitud. La apertura es ancha y se expande anteriormente, y la columela exhibe unos cuantos pliegues oblicuos en el frente. Agaronia propatula se distribuye a lo largo de las costas del océano Pacífico de América Central, Colombia y Ecuador.

Esta especie se caracteriza por su adaptabilidad ecológica a diversos ambientes marinos tropicales y subtropicales, típicamente encontrados en aguas poco profundas sobre sustratos arenosos y fangosos. Se destaca por su comportamiento caníbal, donde la presión de depredación intraspecífica no desencadena autotomía, incluso a niveles dependientes del tamaño.

Morfológicamente, Agaronia propatula está distante de Thylacodes riisei, subrayando una divergencia significativa en los rasgos de la concha. Sin embargo, exhibe una semejanza más cercana con Olivella nivea, compartiendo características de la concha oliviformes similares.

Agaronia propatula tiene una posición periférica con respecto a la forma promedio típica de la región del Golfo, lo que sugiere una divergencia de la morfología común de los gasterópodos que se encuentran allí.",Wikipedia: Agaronia propatula | Wikipedia: Agaronia
Sinistrofulgur_perversum,228.545,Sinistrofulgur_pulleyi,57.653,Thylacodes_riisei,655.913,"Sinistrofulgur perversum, known as the lightning whelk, is a very large predatory marine gastropod in the Busyconidae family. The species is distinguished by its sinistral or left-handed shell coiling. It is native to the Mid-Atlantic region of the United States and southeastern North America, ranging from New Jersey to Florida and the Gulf states. The lightning whelks inhabit sandy or muddy substrates of shallow embayments and primarily feed on marine bivalves, using their proboscis to ingest soft tissue.

Notably, Sinistrofulgur perversum shares several morphological traits with Sinistrofulgur pulleyi, such as the sinistral shell coiling, though it is significantly different from Thylacodes riisei. Morphological differences and similarities with other local species reflect the ecological relationships and adaptations in this genus within the Gulf of Mexico habitat.

The shell is large with a proportionally lower spire. In comparison to Busycon carica, another related species, the lightning whelk's knobs are less developed, and it tends to prefer deeper waters for feeding. Historically, these whelks have been used by Native Americans as versatile tools, ornaments, and containers due to the strength and unique configuration of their shells.

Despite its presence in multiple academic classifications over time, Sinistrofulgur perversum remains central to studies of sinistral gastropods indigenous to the Gulf coast ecosystems.","Sinistrofulgur perversum, conocido como el caracol relámpago, es un gran gasterópodo marino depredador de la familia Busyconidae. La especie se distingue por su enroscamiento siniestro o hacia la izquierda. Es originaria de la región del Atlántico medio de Estados Unidos y del sudeste de América del Norte, desde Nueva Jersey hasta Florida y los estados del golfo. Los caracoles relámpago habitan en sustratos arenosos o fangosos de bahías poco profundas y se alimentan principalmente de bivalvos marinos, usando su probóscide para ingerir tejido blando.

Es importante destacar que Sinistrofulgur perversum comparte varios rasgos morfológicos con Sinistrofulgur pulleyi, como el enroscamiento siniestro de la concha, aunque es significativamente diferente de Thylacodes riisei. Las diferencias y similitudes morfológicas con otras especies locales reflejan las relaciones ecológicas y adaptaciones de este género dentro del hábitat del Golfo de México.

La concha es grande con una espira proporcionalmente más baja. Comparado con Busycon carica, otra especie relacionada, los nudos del caracol relámpago están menos desarrollados y tiende a preferir aguas más profundas para alimentarse. Históricamente, estos caracoles han sido utilizados por los nativos americanos como herramientas versátiles, adornos y recipientes debido a la fuerza y la configuración única de sus conchas.

A pesar de su presencia en múltiples clasificaciones académicas a lo largo del tiempo, Sinistrofulgur perversum sigue siendo central en los estudios de gasterópodos siniestros indígenas a los ecosistemas de la costa del Golfo.",Wikipedia: Sinistrofulgur perversum | Wikipedia: Sinistrofulgur
Olivella_nivea,228.774,Agaronia_propatula,24.464,Thylacodes_riisei,673.863,"Olivella nivea, commonly known as the snowy dwarf olive, is a species of small marine gastropod in the family Olividae. Species within the genus Olivella, including Olivella nivea, are characterized by their diminutive size, hence the common name 'dwarf olives'. The shell of Olivella nivea is noted for its acutely pointed tip and is typically white, although it may be adorned with two bands of purplish spots. Olivella species generally exhibit a keel-like twist at the anterior end of the columella, with the inner lip sometimes showing a deep callus. A noteworthy feature of Olivella nivea is the absence of an operculum, similar to other dwarf olives.

Olivella nivea inhabits marine environments, but specific details regarding its habitat preferences, such as depth range and substrate types, are not provided in the available sources. When comparing its morphology, Olivella nivea shares similarities with Agaronia propatula, most likely due to common traits such as shell conformation and decoration. In contrast, it significantly differs from Thylacodes riisei, a species exhibiting vastly different shell and body structures.

The morphological distance to the mean shape is indicative of a typical Gulf form for Olivella nivea, placing it centrally within the gastropod diversity of the Gulf of California, contrasting sharply with Thylacodes riisei, which represents a more divergent form.","Olivella nivea, comúnmente conocida como oliva enana nevada, es una especie de pequeño gasterópodo marino de la familia Olividae. Las especies del género Olivella, incluida Olivella nivea, se caracterizan por su tamaño diminuto, de ahí el nombre común ""olivas enanas"". La concha de Olivella nivea se distingue por su punta marcadamente aguda y generalmente es blanca, aunque puede estar adornada con dos bandas de manchas púrpuras. Las especies de Olivella suelen tener una torsión similar a una quilla en el extremo anterior de la columela, con el labio interno a veces mostrando un callo profundo. Una característica notable de Olivella nivea es la ausencia de opérculo, similar a otras olivas enanas.

Olivella nivea habita en ambientes marinos, pero los detalles específicos sobre sus preferencias de hábitat, como el rango de profundidad y tipos de sustrato, no se proporcionan en las fuentes disponibles. Al comparar su morfología, Olivella nivea comparte similitudes con Agaronia propatula, probablemente debido a rasgos comunes como la conformación y decoración de la concha. En contraste, difiere significativamente de Thylacodes riisei, una especie que exhibe estructuras de concha y cuerpo muy diferentes.

La distancia morfológica a la forma media indica una forma típica del Golfo para Olivella nivea, colocándola céntricamente dentro de la diversidad de gasterópodos en el Golfo de California, contrastando notablemente con Thylacodes riisei, que representa una forma más divergente.",Wikipedia: Olivella nivea | Wikipedia: Olivella
Chicoreus_florifer,230.551,Phyllonotus_pomum,122.216,Caecum_heptagonum,655.636,"The species Chicoreus florifer, commonly known as the flowery lace murex, is a marine gastropod mollusk belonging to the family Muricidae. It has a shell size that varies between 35 and 93 mm and is characterized by an elongate, fusiform shape typical of the muricid family. The shell features three axial varices adorned with leafy spines and an axial rib between the varices, giving it a distinctive ornate appearance.

The aperture is small, subcircular, and the outer lip of the aperture is dentate. The coloration of the shell ranges from cream to pale rust-brown to deep brownish black, with the interior typically white.

Geographically, C. florifer is found in the Gulf of Mexico, Caribbean Sea, and along the coastlines of North Carolina, Florida, and the Bahamas. It shares morphological similarities with Phyllonotus pomum, particularly in the structure of the varices and overall fusiform shape. However, it is markedly different from Caecum heptagonum, which is distant in terms of morphology.

The shape of Chicoreus florifer is somewhat peripheral for the Gulf of California, indicating a divergence from the central or typical forms found in this region.","La especie Chicoreus florifer, comúnmente conocida como el caracol de encaje floral, es un molusco gasterópodo marino que pertenece a la familia Muricidae. Su caparazón varía entre 35 y 93 mm y se caracteriza por una forma elongada y fusiforme típica de la familia muricida. La concha presenta tres varices axiales adornadas con espinas frondosas y una costilla axial entre las varices, lo que le confiere una apariencia distintiva y ornamentada.

La apertura es pequeña, subcircular y el borde externo de la apertura es dentado. La coloración de la concha varía de crema a marrón oxidado claro hasta un marrón negruzco profundo, con el interior típicamente blanco.

Geográficamente, C. florifer se encuentra en el Golfo de México, el Mar Caribe y a lo largo de las costas de Carolina del Norte, Florida y las Bahamas. Comparte similitudes morfológicas con Phyllonotus pomum, particularmente en la estructura de las varices y la forma fusiforme general. Sin embargo, es marcadamente diferente de Caecum heptagonum, que es distante en términos de morfología.

La forma de Chicoreus florifer es algo periférica para el Golfo de California, indicando una divergencia de las formas centrales o típicas encontradas en esta región.",Wikipedia: Chicoreus florifer | Wikipedia: Chicoreus
Sinistrofulgur_sinistrum,243.898,Sinistrofulgur_pulleyi,4.581,Thylacodes_riisei,643.677,"Sinistrofulgur sinistrum is a large predatory marine gastropod belonging to the family Busyconidae, known for its sinistral (left-handed) shell coiling. The shell size varies between 20 and 45 cm. It features a low spire and an extended siphonal canal with a distinct shoulder decorated with knobs of varying size. The shell's base color is typically pale, adorned with dark axial stripes. Sinistrofulgur sinistrum inhabits the Gulf of Mexico, the Caribbean Sea, and the North Atlantic Ocean, thriving in shallow sandy and muddy embayments.

Ecologically, Sinistrofulgur sinistrum preys predominantly on bivalves like clams, oysters, and mussels, notably targeting Mercenaria mercenaria. This species reproduces sexually, with females laying egg capsules attached to sand or mud, each capsule potentially housing up to 100 eggs.

Morphologically, Sinistrofulgur sinistrum exhibits similarities with Sinistrofulgur pulleyi, as both species show left-handed coiling and comparable shell sculpture. Conversely, it is highly divergent from Thylacodes riisei. The morphological distance of Sinistrofulgur sinistrum to the mean shape suggests it is relatively typical of Gulf forms.

Taxonomically, Sinistrofulgur sinistrum was initially classified under Busycon (Sinistrofulgur) sinistrum and later recognized as a valid species. This species has economic significance, having served both practical and ceremonial purposes for early Native American cultures.","Sinistrofulgur sinistrum es un gran gasterópodo marino depredador perteneciente a la familia Busyconidae, conocido por su enrollamiento sinistral (izquierdo) de la concha. El tamaño de la concha varía entre 20 y 45 cm. Presenta una espira baja y un canal sifonal extendido con un hombro distintivo decorado con protuberancias de tamaño variable. El color base de la concha es típicamente pálido, adornado con rayas axiales oscuras. Sinistrofulgur sinistrum habita en el Golfo de México, el Mar Caribe y el Océano Atlántico Norte, prosperando en bahías poco profundas de fondos arenosos y fangosos.

Ecológicamente, Sinistrofulgur sinistrum se alimenta principalmente de bivalvos como almejas, ostras y mejillones, apuntando notablemente a Mercenaria mercenaria. Esta especie se reproduce sexualmente, con hembras que ponen cápsulas de huevos adheridas a arena o barro, cada cápsula conteniendo potencialmente hasta 100 huevos.

Morfologicamente, Sinistrofulgur sinistrum exhibe similitudes con Sinistrofulgur pulleyi, ya que ambas especies muestran enrollamiento sinistral y esculturas de concha comparables. Por el contrario, es altamente divergente de Thylacodes riisei. La distancia morfológica de Sinistrofulgur sinistrum a la forma promedio sugiere que es relativamente típico de formas del Golfo.

Taxonómicamente, Sinistrofulgur sinistrum fue inicialmente clasificado bajo Busycon (Sinistrofulgur) sinistrum y posteriormente reconocido como una especie válida. Esta especie tiene un significado económico, habiendo servido tanto para fines prácticos como ceremoniales para las primeras culturas nativas americanas.",Wikipedia: Sinistrofulgur sinistrum | Wikipedia: Sinistrofulgur
Melanella_eburnea,244.529,Atrimitra_effusa,8.152,Thylacodes_riisei,667.918,"Melanella eburnea is a species of small marine gastropod in the family Eulimidae and is part of the genus Melanella. This species is known to occur from New Jersey, USA to São Paulo, Brazil. Members of the genus Melanella are ectoparasitic marine snails and exhibit small, elongated shells. Morphologically, M. eburnea is closely related to Atrimitra effusa, with both species sharing characteristics such as their slender and elongated shell shape, although the exact shell description for M. eburnea is not detailed in available sources. This species shows considerable morphological divergence from Thylacodes riisei, which tends to have more irregular shell shapes, indicating a more central form typical to the marine environment of the Gulf. The genus Melanella is recognized for its adaptation to parasitism and demonstrates significant ecological interactions as snails within this genus typically parasitize echinoderms.","Melanella eburnea es una especie de pequeño gasterópodo marino de la familia Eulimidae y es parte del género Melanella. Se sabe que esta especie ocurre desde Nueva Jersey, EE.UU. hasta São Paulo, Brasil. Los miembros del género Melanella son caracoles marinos ectoparásitos y exhiben conchas alargadas y pequeñas. Morfológicamente, M. eburnea está estrechamente relacionado con Atrimitra effusa, con ambas especies compartiendo características como su forma de concha delgada y alargada, aunque la descripción exacta de la concha para M. eburnea no está detallada en las fuentes disponibles. Esta especie muestra una divergencia morfológica considerable de Thylacodes riisei, que tiende a tener formas de concha más irregulares, lo que indica una forma más central típica del entorno marino del Golfo. El género Melanella es reconocido por su adaptación al parasitismo y demuestra significativas interacciones ecológicas, ya que los caracoles dentro de este género típicamente parasitan equinodermos.",Wikipedia: Melanella eburnea | Wikipedia: Melanella
Cheilea_corrugata,246.116,Calyptraea_mamillaris,61.948,Terebra_taurina,607.906,"Cheilea corrugata is a species of small limpet-like sea snail, a marine gastropod mollusk in the family Hipponicidae, commonly known as hoof snails. The shell of Cheilea corrugata is coiled and exhibits a corrugated surface. It has a maximum recorded shell length of approximately 38 mm. The shell is ornamented with spiral ribs which create a rugged texture. This species is known to occur in marine habitats ranging from Colombia to Northeast Brazil, and from Mexico to Chile, as well as in the Indo-Pacific region and off Western Africa. Cheilea corrugata is morphologically similar to Calyptraea mamillaris, another sea snail species known for its limpet-like appearance and coiling shell, though it greatly contrasts in shape and structure from Terebra taurina, which is morphologically divergent. The distance to mean shape for Cheilea corrugata suggests it typifies the characteristic form found within the Gulf of California.","Cheilea corrugata es una especie de pequeño caracol marino de forma similar a una lapa, un molusco gasterópodo marino de la familia Hipponicidae, comúnmente conocido como caracoles de casco. La concha de Cheilea corrugata está enrollada y presenta una superficie corrugada. Tiene una longitud máxima de concha registrada de aproximadamente 38 mm. La concha está ornamentada con costillas espirales que crean una textura rugosa. Se sabe que esta especie ocurre en hábitats marinos que van desde Colombia hasta el noreste de Brasil, y desde México hasta Chile, así como en la región del Indo-Pacífico y frente a África Occidental. Cheilea corrugata es morfológicamente similar a Calyptraea mamillaris, otra especie de caracol marino conocida por su apariencia similar a la lapa y concha enrollada, aunque contrasta ampliamente en forma y estructura con Terebra taurina, que es morfológicamente divergente. La distancia a la forma media para Cheilea corrugata sugiere que tipifica la forma característica encontrada en el Golfo de California.",Wikipedia: Cheilea corrugata | Wikipedia: Cheilea
Sinistrofulgur_pulleyi,248.437,Sinistrofulgur_sinistrum,4.581,Thylacodes_riisei,65.412,"Sinistrofulgur pulleyi is a marine gastropod mollusk in the subfamily Busyconinae, known for its distinct left-handed shell-coiling. This species belongs to the genus Sinistrofulgur, recognized for large sea snails. The taxonomy of Sinistrofulgur has been contested, historically included in Busycon but later distinguished at subgenus and genus levels.

The shell of Sinistrofulgur pulleyi, like other members of its genus, usually attains large sizes, comparable to its relative Sinistrofulgur sinistrum. The shell exhibits a pyriform shape with a low spire and a prominently sinistral coiling direction. S. pulleyi shares morphological traits with Sinistrofulgur sinistrum, including the nodulous or spinose exterior and sinistral coiling, which are characteristic of busycon whelks.

Sinistrofulgur pulleyi has a native range in the western Gulf of Mexico, extending from the northern coast of Mexico to Breton Sound in Louisiana. In contrast, Sinistrofulgur sinistrum is found further east, from Cape Hatteras to the Florida Keys.

Sinistrofulgur pulleyi is most morphologically divergent compared to Thylacodes riisei, indicating a more peripheral shape relative to the typical shell forms found in the Gulf region.

These snail species feed primarily on marine bivalves, using their proboscis to ingest the soft parts. They inhabit shallow marine environments, favoring sandy or muddy substrates.","Sinistrofulgur pulleyi es un molusco gasterópodo marino de la subfamilia Busyconinae, conocido por su característico enrollamiento en espiral hacia la izquierda. Esta especie pertenece al género Sinistrofulgur, reconocido por los grandes caracoles marinos. La taxonomía de Sinistrofulgur ha sido objeto de debate, históricamente incluido en Busycon pero posteriormente distinguido a nivel de subgénero y género.

La concha de Sinistrofulgur pulleyi, al igual que otros miembros de su género, suele alcanzar grandes tamaños, comparable a su pariente Sinistrofulgur sinistrum. La concha exhibe una forma piriforme con una espira baja y una dirección de espiral claramente siniestra. S. pulleyi comparte rasgos morfológicos con Sinistrofulgur sinistrum, incluidos el exterior nodoso o espinoso y el enrollamiento siniestro, que son característicos de los caracoles Busycon.

Sinistrofulgur pulleyi tiene un rango nativo en el oeste del Golfo de México, extendiéndose desde la costa norte de México hasta Breton Sound en Luisiana. En contraste, Sinistrofulgur sinistrum se encuentra más al este, desde Cape Hatteras hasta los Cayos de Florida.

Sinistrofulgur pulleyi es morfológicamente más divergente en comparación con Thylacodes riisei, lo que indica una forma más periférica en relación con las formas típicas de concha encontradas en la región del Golfo.

Estas especies de caracoles se alimentan principalmente de bivalvos marinos, utilizando su probóscide para ingerir las partes blandas. Habitan en ambientes marinos poco profundos, favoreciendo los sustratos arenosos o fangosos.",Wikipedia: Sinistrofulgur | Wikipedia: Sinistrofulgur
Olivella_floralia,249.161,Olivella_nivea,49.989,Thylacodes_riisei,685.641,"Olivella floralia, commonly known as the common rice dwarf olive, is a species of small sea snail within the family Olividae, specifically in the subfamily Olivellinae. The shell length of Olivella floralia varies between 6 and 15 mm and is predominantly slender and white, with upper whorls displaying colors ranging from white to blue or purple. The species is distributed throughout the Caribbean, extending from North Carolina, USA, to Colombia and East Brazil.

The genus Olivella is characterized by small predatory sea snails, often referred to as dwarf olives. Olivella species generally feature a slender shell with an anterior keel-like twist at the columella, which may display concave or deep furrowed walls. Many Olivella shells possess a thin, chitinous operculum; however, this is absent in Olivella nivea, a closely related species.

Olivella floralia shares morphological characteristics with Olivella nivea, including the slender shell form and similar coloration patterns. In contrast, it is morphologically distant from Thylacodes riisei, which demonstrates entirely different shell morphology and ecological niche.

The morphological traits and distribution of Olivella floralia suggest a typical Gulf form, central to the characteristic shapes found in the region.","Olivella floralia, comúnmente conocida como la oliva enana de arroz común, es una especie de caracol marino pequeño dentro de la familia Olividae, específicamente en la subfamilia Olivellinae. La longitud de la concha de Olivella floralia varía entre 6 y 15 mm y es predominantemente delgada y blanca, con las vueltas superiores mostrando colores que van desde el blanco al azul o púrpura. La especie está distribuida por toda el Caribe, extendiéndose desde Carolina del Norte, EE.UU., hasta Colombia y el este de Brasil.

El género Olivella se caracteriza por pequeños caracoles marinos depredadores, comúnmente referidos como olivas enanas. Las especies de Olivella generalmente presentan una concha delgada con un giro como quilla en la columela anterior, que puede mostrar paredes cóncavas o profundamente surcadas. Muchas conchas de Olivella poseen un opérculo delgado y quitinoso; sin embargo, esto está ausente en Olivella nivea, una especie estrechamente relacionada.

Olivella floralia comparte características morfológicas con Olivella nivea, incluyendo la forma delgada de la concha y patrones de color similares. En contraste, es morfológicamente distante de Thylacodes riisei, que muestra una morfología de concha completamente diferente y nicho ecológico.

Los rasgos morfológicos y la distribución de Olivella floralia sugieren una forma típica del Golfo, central a las formas características encontradas en la región.",Wikipedia: Olivella floralia | Wikipedia: Olivella
Caecum_quadratum,251.845,Araiofusus_colpoicus,167.838,Caecum_heptagonum,650.517,"Caecum quadratum is a marine gastropod mollusk belonging to the genus Caecum, which comprises minute sea snails commonly referred to as blind shells due to their lack of eyes. The genus Caecum is a part of the family Caecidae. Caecum quadratum typically inhabits warm and temperate seas globally. These snails are micromollusks, displaying a shell length between 2 mm and 6 mm, and are characterized by their small size, unusual shell morphology, and environmental preferences. Most species within this genus are found in sponges, sandy reefs, or grassy beds in shallow waters, bays, and lagoons. The shell of Caecum quadratum is a curving tube in form, starting as spiral-shaped before transitioning into a cylindrical structure. It is sealed with a permanent calcareous plug at one end and, when the animal retracts, a circular, multispiral, horny operculum closes the aperture. The shell's coloration ranges from white to yellowish white, with some being nearly translucent, and its sculpture is either smooth or features numerous annular ridges. This species feeds on one-celled organisms found on sand grains or pebbles. Morphologically, Caecum quadratum is most similar to Araiofusus colpoicus, sharing traits such as the cylindrical shell shape and smooth texture, whereas Caecum heptagonum, the most morphologically divergent, contrasts with its polyhedral shell features. Regarding its shape, Caecum quadratum falls in the central range among Gulf forms, reflective of its typical form found within this region.","Caecum quadratum es un molusco gasterópodo marino perteneciente al género Caecum, que incluye caracoles marinos diminutos comúnmente conocidos como conchas ciegas debido a su falta de ojos. El género Caecum es parte de la familia Caecidae. Caecum quadratum suele habitar en mares cálidos y templados a nivel mundial. Estos caracoles son micromoluscos, presentando una longitud de concha entre 2 mm y 6 mm, caracterizados por su pequeño tamaño, morfología inusual de la concha y preferencias ambientales. La mayoría de las especies dentro de este género se encuentran en esponjas, arrecifes arenosos o camas de pastos en aguas poco profundas, bahías y lagunas. La concha de Caecum quadratum tiene forma de tubo curvado, comenzando como espiral antes de convertirse en estructura cilíndrica. Está sellada con un tapón calcáreo permanente en un extremo y, cuando el animal se retrae, un opérculo córneo circular y multiespiral cierra la abertura. La coloración de la concha varía de blanco a blanco amarillento, siendo algunas casi translúcidas, y su escultura es suave o presenta numerosos surcos anulares. Esta especie se alimenta de organismos unicelulares encontrados en granos de arena o piedras. Morfológicamente, Caecum quadratum es más similar a Araiofusus colpoicus, compartiendo características como la forma cilíndrica de la concha y la textura suave, mientras que Caecum heptagonum, el más divergente morfológicamente, contrasta con sus características polihédricas de la concha. En cuanto a su forma, Caecum quadratum se encuentra en el rango central entre las formas del Golfo, reflejando su forma típica encontrada en esta región.",Wikipedia: Caecum (gastropod) | Wikipedia: Cecum
Aliger_gigas,254.358,Macrostrombus_costatus,161.284,Terebra_taurina,548.134,"Aliger gigas, commonly known as the queen conch, is a marine gastropod mollusk in the family Strombidae. This species is one of the largest mollusks native to the Caribbean Sea and the tropical northwestern Atlantic, with shells reaching up to 35.2 cm (13.9 inches) in length. The adult animal possesses a large, solid, and heavy shell, featuring knob-like spines on the shoulder, a flared thick outer lip, and a characteristic pink or orange aperture. The external color is sandy, aiding in environmental camouflage. Queen conchs typically inhabit seagrass beds associated with coral reefs, browsing and scavenging for plant and algal material. This herbivorous species shares its habitat with its closest morphological relative, Macrostrombus costatus, which also features a robust shell and distinctive color patterns. In contrast, it is most morphologically different from Terebra taurina. The distance to the mean shape suggests that Aliger gigas is a central form typical of the Gulf. The queen conch plays ecological roles as host to commensal species like slipper snails and porcelain crabs. Its predators include large sea snails, octopus, starfish, and vertebrates like sea turtles and nurse sharks. It is particularly vital as a food source for these large predators. The international trade of the queen conch is regulated under CITES, due to commercial threats from overfishing.","Aliger gigas, comúnmente conocido como el caracol reina, es un molusco gasterópodo marino de la familia Strombidae. Esta especie es uno de los moluscos más grandes nativos del Mar Caribe y el Atlántico noroccidental tropical, alcanzando conchas de hasta 35.2 cm (13.9 pulgadas) de longitud. El animal adulto posee una concha grande, sólida y pesada, con espinas tipo nudo en el hombro, un labio exterior grueso y característico de color rosa o naranja. El color externo es arenoso, ayudando al camuflaje en el entorno. Los caracoles reina habitan típicamente en lechos de pastos marinos asociados con arrecifes de coral, donde pastan y reciclan material vegetal y algas. Esta especie herbívora comparte hábitat con su pariente morfológico más cercano, el Macrostrombus costatus, que también presenta una concha robusta y patrones de color distintivos. En contraste, es más morfológicamente diferente del Terebra taurina. La distancia a la forma media sugiere que el Aliger gigas es una forma central típica del Golfo. El caracol reina desempeña roles ecológicos como anfitrión de especies comensales como caracoles cala y cangrejos porcelana. Sus depredadores incluyen grandes caracoles marinos, pulpos, estrellas de mar y vertebrados como tortugas marinas y tiburones-enfermera. Es particularmente vital como fuente de alimento para estos grandes depredadores. El comercio internacional del caracol reina está regulado bajo CITES, debido a amenazas comerciales por sobrepesca.",Wikipedia: Aliger gigas | Wikipedia: Aliger
