Species,Procrustes_distance_to_mean_shape,ficha_en,ficha_es,fuentes_wikipedia
Littoraria_zebra,1.477.675,"Littoraria zebra is a species of sea snail belonging to the family Littorinidae, commonly known as winkles or periwinkles. It falls within the genus Littoraria, which includes a variety of species prevalent in the Indo-West Pacific and Tropical Eastern Pacific. The genus is known for its inhabitation of mangrove forests, with snails feeding on algae, epiphytes, fungi, and diatoms.

Morphologically, Littoraria zebra is characterized by a shell that exhibits considerable variation in coloration, typical of the genus. The shell of this species, however, is more divergent in shape compared to the group average, with a Procrustes distance indicating substantial morphological variation. The shell of Littoraria zebra is coiled and may have a more intricate apex compared to other species within the same genus.

Ecologically, like other Littoraria species, L. zebra likely inhabits the mangrove ecosystem, feeding on surface films of organic material. This species participates in niche-specific feeding behaviors, consuming detritus and contributing to the ecological balance within its habitat.

Synonymically, Littoraria zebra was previously known as Littoraria pulchra, a name now considered a junior synonym.

The species demonstrates adaptation to its environment through varied shell thickness and color, influenced by its specific habitat preferences in relation to tidal levels and predator pressures, similar to other Littoraria species.","Littoraria zebra es una especie de caracol marino perteneciente a la familia Littorinidae, comúnmente conocidos como bígaros o caracoles de mar. Forma parte del género Littoraria, que incluye una variedad de especies prevalentes en el Indo-Oeste del Pacífico y el Pacífico Oriental Tropical. El género es conocido por su hábitat en bosques de manglares, donde los caracoles se alimentan de algas, epífitos, hongos y diatomeas.

Morfológicamente, Littoraria zebra se caracteriza por una concha que exhibe una considerable variación en la coloración, típica del género. Sin embargo, la concha de esta especie es más divergente en forma en comparación con el promedio del grupo, con una distancia de Procustes que indica una variación morfológica significativa. La concha de Littoraria zebra es enrollada y puede tener un ápice más intrincado en comparación con otras especies del mismo género.

Ecológicamente, al igual que otras especies de Littoraria, L. zebra probablemente habita el ecosistema de manglares, alimentándose de películas superficiales de material orgánico. Esta especie participa en comportamientos específicos de alimentación de nicho, consumiendo detritos y contribuyendo al equilibrio ecológico dentro de su hábitat.

Sinónimicamente, Littoraria zebra se conocía previamente como Littoraria pulchra, un nombre ahora considerado un sinónimo menor.

La especie demuestra adaptación a su entorno a través de un grosor y color de concha variado, influenciado por sus preferencias de hábitat específicas en relación con los niveles de marea y presiones de depredadores, similar a otras especies de Littoraria.",Wikipedia: Littoraria zebra | Wikipedia: Littoraria
Mexacanthina_lugubris,1.441.963,"Mexacanthina lugubris, also known as the dark unicorn, is a species of small predatory sea snail within the family Muricidae, commonly referred to as murex snails or rock snails. The taxonomic classification of this species includes the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, and Subfamilies Caenogastropoda. Originally described by G. B. Sowerby I in 1822, this species is part of the genus Mexacanthina, known for its small predatory marine gastropods. Shells from this genus typically display a unique morphology reflecting their adaptation to predatory lifestyles.","Mexacanthina lugubris, también conocido como el unicornio oscuro, es una especie de caracol de mar depredador pequeño perteneciente a la familia Muricidae, comúnmente conocida como caracoles murex o caracoles de roca. La clasificación taxonómica de esta especie incluye el Reino Animalia, el Phylum Mollusca, la Clase Gastropoda y las Subfamilias Caenogastropoda. Descrita originalmente por G. B. Sowerby I en 1822, esta especie es parte del género Mexacanthina, conocido por sus pequeños gasterópodos marinos depredadores. Las conchas de este género suelen mostrar una morfología única que refleja su adaptación a estilos de vida depredadores.",Wikipedia: Mexacanthina lugubris | Wikipedia: Mexacanthina | Wikipedia: Acanthina | WoRMS: https://www.marinespecies.org
Leucozonia_cerata,1.436.341,"Leucozonia cerata is a species of sea snail, a marine gastropod mollusk in the family Fasciolariidae, commonly known as the spindle snails, the tulip snails, and their allies. It was first described by W. Wood in 1828. Taxonomically, Leucozonia cerata falls under the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, Subclass Caenogastropoda, and Order Neogastropoda. The high Procrustes distance to mean shape of 14363407741071000 indicates a significant morphological divergence from the group average in shell form.","Leucozonia cerata es una especie de caracol marino, un molusco gasterópodo marino de la familia Fasciolariidae, comúnmente conocida como los caracoles huso, los caracoles tulipán y sus aliados. Fue descrita por primera vez por W. Wood en 1828. Taxonómicamente, Leucozonia cerata pertenece al reino Animalia, filo Mollusca, clase Gastropoda, subclase Caenogastropoda, y orden Neogastropoda. La alta distancia de Procrustes al promedio de forma de 14363407741071000 indica una divergencia morfológica significativa de la forma del caparazón en comparación con el promedio del grupo.",https://www.google.com/search?q=Leucozonia+cerata+gastropod+shell+morphology+taxonomy | WoRMS: https://www.google.com/search?q=Leucozonia+cerata+site:marinespecies.org+OR+site:molluscabase.org
Conasprella_ximenes,1.432.791,"Conasprella ximenes is a species of marine gastropod mollusk in the genus Conasprella. This species is part of a group known for diverse shell forms, and it exhibits a morphological divergence from the average shape of its genus, indicated by a high Procrustes distance to mean shape. Such a distance suggests that Conasprella ximenes has a shell form that is atypical compared to other members of Conasprella.","Conasprella ximenes es una especie de gasterópodo marino del género Conasprella. Esta especie es parte de un grupo conocido por sus diversas formas de concha, y exhibe una divergencia morfológica respecto a la forma promedio de su género, como lo indica una alta distancia Procrustes respecto a la forma media. Dicha distancia sugiere que Conasprella ximenes tiene una forma de concha atípica en comparación con otros miembros de Conasprella.",WoRMS: https://worms-url
Kelletia_kelletii,1.425.689,"Kelletia kelletii, commonly known as Kellet's whelk, is a large marine gastropod in the whelk family Austrosiphonidae. The species was described by Edward Forbes in 1850 and is named in honor of Captain Henry Kellett. Kellet's whelks reside along the coast from Isla Asunción in Baja California, Mexico, to Monterey, California, USA, with an extension to Monterey Bay since the 1970s or early 1980s, possibly due to an El Niño event. These gastropods inhabit depths ranging from 2 to 70 meters in subtidal kelp forests, rocky reefs, and cobble-sand interfaces. Their robust, spindle-shaped shells, reaching a length of approximately 17.5 cm, are white to tan and often covered with bryozoans, sponges, and algae. Kelletia kelletii displays sexual dimorphism, with females being larger. Females reach sexual maturity at sizes of 6.5 to 7.0 cm, while males mature slightly smaller. The species is a slow-growing predator and scavenger, feeding on dead or live polychaetes, bivalves, sea snails, crustaceans, ascidians, fish, echinoderms, and cephalopods using an extensible proboscis. The species is ecologically significant, as it is both a consumer in its habitat and prey for the giant sea star, Pisaster giganteus. It is targeted by fisheries due to its economic value.","Kelletia kelletii, comúnmente conocido como el buccino de Kellet, es un gran gasterópodo marino de la familia Austrosiphonidae. La especie fue descrita por Edward Forbes en 1850 y lleva el nombre en honor al capitán Henry Kellett. El buccino de Kellet habita en la costa desde Isla Asunción en Baja California, México, hasta Monterrey en California, EE. UU., con una extensión a la Bahía de Monterrey desde la década de 1970 o principios de 1980, posiblemente debido a un evento de El Niño. Estos gasterópodos habitan a profundidades que van de 2 a 70 metros en bosques de algas submarinas, arrecifes rocosos e interfaces de guijarros y arena. Sus conchas robustas en forma de huso, que alcanzan una longitud de aproximadamente 17.5 cm, son de color blanco a tostado y a menudo están cubiertas de briozoos, esponjas y algas. Kelletia kelletii presenta dimorfismo sexual, siendo las hembras más grandes. Las hembras alcanzan la madurez sexual a tamaños de 6.5 a 7.0 cm, mientras que los machos maduran a un tamaño ligeramente menor. La especie es un depredador y carroñero de lento crecimiento, alimentándose de poliquetos, bivalvos, caracoles marinos, crustáceos, ascidias, peces, equinodermos y cefalópodos muertos o vivos utilizando un probóscide extensible. La especie es ecológicamente significativa, ya que es tanto consumidora en su hábitat como presa de la estrella de mar gigante, Pisaster giganteus. Es objeto de pesca debido a su valor económico.",Wikipedia: Kelletia kelletii
Macron_aethiops,1.419.197,"Macron aethiops is a species within the genus Macron, noted for its distinct shell characteristics. This marine gastropod mollusk belongs to the superfamily Buccinoidea and is found along the Pacific coast of Mexico. The shell of Macron is characterized by an elevated spire and a channelled suture. The callus of the inner lip is well-defined, and the columella shows oblique wrinkles. Macron aethiops exhibits a morphologically divergent shell form compared to group averages, as indicated by a high Procrustes distance to mean shape. This suggests that its shell features are more atypical relative to other species within the genus.

The habitat for species in the genus Macron generally includes areas along rocky shores and tide pools. Feeding behavior in the genus involves carnivorous and scavenging habits, preying on dead or damaged marine animals. The reproductive strategy of snails in the genus includes separate sexes, where eggs may be transported by waves, allowing for distribution across varying locales.","Macron aethiops es una especie dentro del género Macron, conocida por sus características distintivas de la concha. Este molusco gasterópodo marino pertenece a la superfamilia Buccinoidea y se encuentra a lo largo de la costa del Pacífico de México. La concha del Macron se caracteriza por la espira elevada y la sutura canalizada. El callo del labio interno está bien definido, y la columela muestra arrugas oblicuas. Macron aethiops exhibe una forma de concha morfológicamente divergente en comparación con los promedios del grupo, tal como se indica por una alta distancia de Procrustes a la forma promedio. Esto sugiere que sus características de concha son más atípicas en relación con otras especies dentro del género.

El hábitat para las especies del género Macron generalmente incluye áreas a lo largo de costas rocosas y charcas de marea. El comportamiento alimenticio en el género involucra hábitos carnívoros y carroñeros, depredando animales marinos muertos o dañados. La estrategia reproductiva de los caracoles en el género incluye sexos separados, donde los huevos pueden ser transportados por las olas, permitiendo la distribución en diversos lugares.",Wikipedia: Macron (gastropod) | Wikipedia: Buccinum
Conus_edaphus,1.409.387,"Conus edaphus is a species of sea snail, a marine gastropod mollusk in the family Conidae, commonly known as cone snails or cone shells. It was originally described by W.H. Dall in 1910 as part of his summary of the genus Conus from the Pacific coast of America in the United States National Museum. Conus snails are known for their conical shells, but specific morphological details or distribution patterns for Conus edaphus However, the higher Procrustes distance value of 1409387285042860 suggests a more divergent shell form compared to the group average within its genus.","Conus edaphus es una especie de caracol marino, un molusco gasterópodo marino de la familia Conidae, comúnmente conocida como caracoles conos o conchas de cono. Fue descrito originalmente por W.H. Dall en 1910 como parte de su resumen del género Conus de la costa del Pacífico de América en el Museo Nacional de los Estados Unidos. Los caracoles Conus son conocidos por sus conchas en forma de cono, pero los detalles morfológicos específicos o los patrones de distribución para Conus edaphus no estaban disponibles en las fuentes. Sin embargo, el valor más alto de distancia de Procrustes de 1409387285042860 sugiere una forma de concha más divergente en comparación con el promedio del grupo dentro de su género.",https://serpapi.com/search?q=Conus+edaphus+gastropod+shell+morphology+taxonomy | WoRMS: https://serpapi.com/search?q=Conus+edaphus+site%3Amarinespecies.org+OR+site%3Amolluscabase.org
Mitra_inca,1.407.955,"Mitra inca, represented as Mitra (Nebularia) inca, is a species of marine gastropod mollusk in the Mitridae family. It belongs to the genus Mitra, which comprises medium to large predatory sea snails known as miter shells or mitre snails. The species was originally described by d'Orbigny in 1841 and is found in marine environments. It belongs to the predatory group indicating a carnivorous feeding behavior.","Mitra inca, representada como Mitra (Nebularia) inca, es una especie de molusco gasterópodo marino de la familia Mitridae. Pertenece al género Mitra, que incluye caracoles de mar depredadores medianos a grandes conocidos como conchas con forma de mitra o mitras. La especie fue descrita originalmente por d'Orbigny en 1841 y se encuentra en ambientes marinos. Pertenece al grupo depredador, lo que indica un comportamiento alimenticio carnívoro.",WoRMS: https://marinespecies.org
Littoraria_variegata,140.459,"Littoraria variegata is a species of sea snail, belonging to the marine gastropod mollusk family Littorinidae, commonly known as winkles or periwinkles. It is classified under the phylum Mollusca, class Gastropoda, subclass Caenogastropoda, and order Littorinimorpha. The species has taxonomic synonyms, including Littoraria (Littoraria) variegata as per the representation by Souleyet in 1852. This family includes more than fifty species within the genus Littoraria, many occurring in the Indo-West Pacific and Tropical Eastern Pacific regions. They are often found in large numbers on trunks, trees, and prop roots of mangrove forests slightly above the high tide level, feeding on algae, epiphytes, fungi, diatoms, and leaf epidermis.","Littoraria variegata es una especie de caracol marino, perteneciente a la familia de moluscos gasterópodos marinos Littorinidae, comúnmente conocidos como bígaros o caracoles de mar. Se clasifica bajo el filo Mollusca, clase Gastropoda, subclase Caenogastropoda, y orden Littorinimorpha. La especie tiene sinónimos taxonómicos, incluyendo Littoraria (Littoraria) variegata según la representación de Souleyet en 1852. Esta familia incluye más de cincuenta especies dentro del género Littoraria, muchas de las cuales se encuentran en las regiones del Indo-Pacífico Occidental y Tropical del Pacífico Oriental. A menudo se encuentran en grandes cantidades en troncos, árboles y raíces de los manglares, ligeramente por encima del nivel de marea alta, alimentándose de algas, epífitos, hongos, diatomeas y epidermis de hojas.",Wikipedia: Littoraria variegata | Wikipedia: Littoraria | WoRMS: https://www.marinespecies.org/aphia.php?p=taxdetails&id=446967
Conus_fergusoni,139.612,"Conus fergusoni, commonly known as Ferguson's cone, is a species of sea snail in the family Conidae. These snails are predatory and venomous, capable of stinging humans, and should be handled with care. The shell of Conus fergusoni is heavy with a slightly channeled spire, varying in size from 60 mm to 150 mm. It typically presents a white coloration with light transverse strioles and is covered by a brown epidermis. This species is found in the Pacific Ocean, particularly around the Galapagos Islands and from the Gulf of California to Peru. The Procrustes distance suggests that Conus fergusoni has a more divergent shell morphology compared to the average of its group.","Conus fergusoni, conocido comúnmente como cono de Ferguson, es una especie de caracol marino de la familia Conidae. Estos caracoles son depredadores y venenosos, capaces de picar a los humanos, y deben ser manejados con precaución. La concha de Conus fergusoni es pesada con una espira ligeramente canaliculada, variando en tamaño de 60 mm a 150 mm. Típicamente presenta una coloración blanca con lígulas transversales ligeras y está cubierta por una epidermis marrón. Esta especie se encuentra en el Océano Pacífico, particularmente alrededor de las Islas Galápagos y desde el Golfo de California hasta Perú. La distancia de Procrustes sugiere que Conus fergusoni tiene una morfología de concha más divergente en comparación con el promedio de su grupo.",Wikipedia: Conus fergusoni | Wikipedia: Conus
Conus_virgatus,1.380.106,"Conus virgatus, commonly known as the virgate Panama cone, is a species of sea snail in the family Conidae. This marine gastropod exhibits a shell size that ranges from 35 mm to 70 mm in length. The shell is characterized by its narrow and elongated form, displaying a pinkish white coloration with continuous but irregular chestnut longitudinal strigations.

The species is predatory and venomous, capable of delivering stings to humans; therefore, handling live specimens should be done with caution or avoided.

Conus virgatus is found in the Pacific Ocean, with its distribution extending from Baja California, Mexico to Northern Peru.

The morphological divergence of Conus virgatus is notable, with a Procrustes distance measurement of 1380106, indicating a significant deviation from the average shell shape within its group.","Conus virgatus, conocido comúnmente como cono de Panamá veteado, es una especie de caracol marino de la familia Conidae. Este gasterópodo marino presenta un tamaño de concha que varía entre 35 mm y 70 mm de longitud. La concha se caracteriza por su forma estrecha y alargada, mostrando una coloración blanco rosado con vetas longitudinales color castaño continuas pero irregulares.

La especie es depredadora y venenosa, capaz de propinar picaduras a los seres humanos; por ello, se recomienda manipular cuidadosamente los especímenes vivos o no hacerlo en absoluto.

El Conus virgatus se encuentra en el océano Pacífico, con una distribución que se extiende desde Baja California, México, hasta el norte de Perú.

La divergencia morfológica de Conus virgatus es notable, con una medición de distancia Procrustes de 1380106, lo que indica una desviación significativa de la forma promedio de la concha dentro de su grupo.",Wikipedia: Conus virgatus | Wikipedia: List of Conus species | Wikipedia: Conus (Dauciconus)
Anachis_coronata,1.377.648,"Anachis coronata is a marine gastropod species belonging to the family Columbellidae, also known as dove snails. The shell size can reach a length of 5.5 mm. In terms of morphology, the shell displays variability, with some specimens being slender and acuminate. The shell ornamentation includes fine ribs and the upper whorls are smooth. The outer lip of the shell is finely toothed, with the denticles extending into grooves and often richly stained. The shell's coloration features brownish-purple pencilings on a light background. Geographically, Anachis coronata occurs in the Gulf of California and along the Pacific coasts of Mexico and Panama. The genus Anachis, to which A. coronata belongs, is polyphyletic and is characterized by small to moderately sized shells that are oval-fusiform with strong longitudinal ribs. The spire is elevated, and the body whorl does not narrow in front. The aperture is narrow with a straight columella and a crenulated outer lip.","Anachis coronata es una especie de gasterópodo marino perteneciente a la familia Columbellidae, también conocida como caracoles paloma. El tamaño de la concha puede alcanzar una longitud de 5,5 mm. En cuanto a morfología, la concha muestra variabilidad, con algunos especímenes siendo esbeltos y acuminados. La ornamentación de la concha incluye costillas finas y las vueltas superiores son lisas. El labio exterior de la concha está finamente dentado, con los dentículos extendiéndose en surcos y a menudo ricamente teñido. La coloración de la concha presenta dibujos de color púrpura-marrón sobre un fondo claro. Geográficamente, Anachis coronata se encuentra en el Golfo de California y a lo largo de las costas del Pacífico de México y Panamá. El género Anachis, al cual pertenece A. coronata, es polifilético y se caracteriza por conchas de tamaño pequeño a moderado que son fusiformes ovaladas con costillas longitudinales fuertes. La espira es elevada y la vuelta del cuerpo no se estrecha en la parte frontal. La abertura es estrecha con una columela recta y un labio exterior crenulado.",Wikipedia: Anachis coronata | Wikipedia: Anachis
Crossata_californica,1.357.883,"Crossata californica, commonly known as the California frog shell, is a species of marine mollusk within the family Bursidae. The species is primarily found on offshore rocks along the Pacific coast of North America. The shell of Crossata californica typically measures about 10 centimeters in length. It has been noted that this species is synonymized with Crossata ventricosa, the latter being distributed in the Pacific Ocean off Chile, Peru, and Ecuador.

With a Procrustes distance of 1,357,883, the shell of Crossata californica exhibits a significant morphological divergence from the average shape within its group, indicating an atypical shell form. Within the genus Crossata, it represents a distinct morphotype among its congeners. The species' inclusion in synonymy with Crossata ventricosa suggests shared morphological or geographical traits with this relatively broader-distributed species.","Crossata californica, conocida comúnmente como la concha de rana de California, es una especie de molusco marino de la familia Bursidae. La especie se encuentra principalmente en rocas costeras en la costa del Pacífico de América del Norte. La concha de Crossata californica generalmente mide alrededor de 10 centímetros de longitud. Se ha observado que esta especie se sinonimiza con Crossata ventricosa, distribuyéndose esta última en el Océano Pacífico frente a las costas de Chile, Perú y Ecuador.

Con una distancia de Procrustes de 1,357,883, la concha de Crossata californica exhibe una divergencia morfológica significativa de la forma promedio dentro de su grupo, lo que indica una forma de concha atípica. Dentro del género Crossata, representa un morfotipo distinto entre sus congéneres. La inclusión de la especie en sinonimia con Crossata ventricosa sugiere características morfológicas o geográficas compartidas con esta especie de distribución relativamente más amplia.",Wikipedia: Crossata californica | Wikipedia: Crossata
Mitrella_guttata,1.346.515,"Mitrella guttata belongs to the genus Mitrella, which is part of the family Columbellidae, known as the dove snails. The shell of Mitrella guttata is small and belongs to a group of marine gastropod mollusks. The genus Mitrella is defined by its generally small and elongated shells, often with distinct shadings or color patterns. Based on the Procrustes distance to mean shape provided, the shell of Mitrella guttata shows significant divergence from the average shell morphology within its genus, indicating distinct morphological characteristics. This species could exhibit unique features in terms of its size, ornamentation, and structural complexity compared to average representatives of the genus Mitrella.","Mitrella guttata pertenece al género Mitrella, que forma parte de la familia Columbellidae, conocida como los caracoles de paloma. La concha de Mitrella guttata es pequeña y pertenece a un grupo de moluscos gasterópodos marinos. El género Mitrella se define por sus conchas generalmente pequeñas y alargadas, a menudo con sombreados o patrones de color distintos. Según la distancia de Procrustes al promedio de forma proporcionado, la concha de Mitrella guttata muestra una divergencia significativa respecto a la morfología promedio de las conchas dentro de su género, lo que indica características morfológicas distintivas. Esta especie podría presentar características únicas en términos de tamaño, ornamentación y complejidad estructural en comparación con representantes promedio del género Mitrella.",Wikipedia: Mitrella (gastropod) | Wikipedia: Mitrella
Monoplex_lignarius,134.025,"Monoplex lignarius is a species of marine gastropod mollusk in the family Ranellidae, known from its taxonomic classification as belonging to the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, Subclass Caenogastropoda, and Order Littorinimorpha. This species was first described by Broderip in 1833. While specific morphological details and geographic distribution data The high Procrustes distance value of 1340250071808640 suggests that the shell form of Monoplex lignarius is notably divergent from the group average, indicating unique morphological traits.","Monoplex lignarius es una especie de molusco gasterópodo marino en la familia Ranellidae, conocida por su clasificación taxonómica perteneciente al Reino Animalia, Phyllum Mollusca, Clase Gastropoda, Subclase Caenogastropoda y Orden Littorinimorpha. Esta especie fue descrita por primera vez por Broderip en 1833. Aunque los detalles morfológicos específicos y los datos de distribución geográfica no están disponibles en las fuentes, las especies de Monoplex son comúnmente conocidas por sus conchas fuertes y ornamentadas, típicamente mostrando una variedad de texturas superficiales. El alto valor de distancia de Procrustes de 1340250071808640 sugiere que la forma de la concha de Monoplex lignarius es notablemente divergente de la media del grupo, indicando rasgos morfológicos únicos.",https://www.google.com/search?q=Monoplex+lignarius+gastropod+shell+morphology+taxonomy | WoRMS: https://www.google.com/search?q=Monoplex+lignarius+site%3Amarinespecies.org+OR+site%3Amolluscabase.org
Conus_princeps,1.327.272,"Conus princeps, commonly known as the prince cone, is a species of sea snail within the family Conidae, the cone snails. These gastropods are predatory and venomous, capable of harming humans, therefore they must be handled with care. The shell size ranges from 31 mm to 130 mm. The shell is low with a distantly but distinctly tuberculated spire and direct sides that are slightly striate at the base. Its coloration includes yellowish brown, orange, or pink, often marked with irregular longitudinal chestnut or chocolate striations, though sometimes these markings are absent, providing a plain look. The interior of the shell is yellow or pink, covered with a dark brown fibrous epidermis with distant revolving series of tufted spots. Geographically, Conus princeps is found in the Pacific Ocean along the Central American coast, from the Gulf of California in Mexico to Northern Peru. The species falls within the subgenus Ductoconus, characterized by shells that are obconic with a multispiral protoconch, deep anal notches, and nodules persisting on all whorls.","Conus princeps, comúnmente conocido como cono príncipe, es una especie de caracol marino de la familia Conidae, los caracoles conos. Estos gasterópodos son depredadores y venenosos, capaces de dañar a los humanos, por lo que deben ser manejados con cuidado. El tamaño de la concha varía de 31 mm a 130 mm. La concha es baja con una espira distintivamente tuberculada y lados rectos que son ligeramente estriados en la base. Su coloración incluye marrón amarillento, naranja o rosa, a menudo marcada con estrías longitudinales irregulares de castaño o chocolate, aunque a veces estas marcas están ausentes, proporcionando un aspecto liso. El interior de la concha es amarillo o rosa, cubierto con una epidermis fibrosa de color marrón oscuro con series de manchas con mechones. Geográficamente, Conus princeps se encuentra en el Océano Pacífico a lo largo de la costa centroamericana, desde el Golfo de California en México hasta el norte de Perú. La especie se clasifica dentro del subgénero Ductoconus, caracterizado por conchas obcónicas con un protoconcha multiespiral, muescas anales profundas y nódulos que persisten en todas las vueltas.",Wikipedia: Conus princeps | Wikipedia: C. princeps | Wikipedia: Conus (Ductoconus)
Conus_gladiator,1.325.091,"Conus gladiator, commonly known as the gladiator cone, is a species of sea snail in the family Conidae. It is classified within the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, and Subclass Caenogastropoda. The species was first described by Broderip in 1833. Conus gladiator is part of the cone snails, known for their conical shells and predatory nature. The species shows a significant Procrustes distance to mean shape, indicating a notable divergence in shell form compared to the group average within its genus.","Conus gladiator, comúnmente conocido como el cono gladiador, es una especie de caracol marino en la familia Conidae. Está clasificado dentro del Reino Animalia, el Phylum Mollusca, la Clase Gastropoda y la Subclase Caenogastropoda. La especie fue descrita por primera vez por Broderip en 1833. Conus gladiator es parte de los caracoles cónicos, conocidos por sus conchas cónicas y su naturaleza depredadora. La especie muestra una distancia de Procrustes significativa respecto a la forma promedio, lo que indica una notable divergencia en la forma de la concha en comparación con el promedio del grupo dentro de su género.",WoRMS: https://www.marinespecies.org/aphia.php?p=taxdetails&id=429492 | MolluscaBase: https://www.molluscabase.org/aphia.php?p=taxdetails&id=429492
Conasprella_emarginata,1.294.596,"Conasprella emarginata is a marine gastropod mollusk in the family Conidae, known commonly as the cone snails and their allies. The shell of Conasprella emarginata varies in size from 34 mm to 70 mm. The shell shape of species in the Conasprella genus is conical, and the spire is elevated, with the early whorls exhibiting nodules at the periphery. The body whorl features evenly spaced cords or sulci extending from midbody to the shoulder, maintained by cords on the upper whorls as well. The shell's protoconch has a multispiral form and comprises 2.5 whorls. The cone snail's operculum is small and the periostracum smooth. Notable for its ecology and behavior, Conasprella emarginata is venomous and predatory, capable of stinging humans, which necessitate handling with caution. Geographically, it is distributed from Bahía Magdalena, Baja California Sur, through most of the Gulf of California, Mexico, extending southwards to Peru, and also reported from the Galapagos Islands. As predators, these cone snails are vermivorous, primarily preying upon marine worms. The Procrustes distance value indicates that this species exhibits a shell form that is markedly divergent from the group average within Conasprella.","Conasprella emarginata es un molusco gasterópodo marino de la familia Conidae, conocida comúnmente como los caracoles cónicos y sus aliados. La concha de Conasprella emarginata varía en tamaño de 34 mm a 70 mm. La forma de la concha de las especies del género Conasprella es cónica, y la espira está elevada, con las primeras vueltas presentando nódulos en la periferia. La vuelta del cuerpo presenta cordones o surcos espaciados uniformemente que se extienden desde el medio del cuerpo hasta el hombro, mantenidos por cordones en las vueltas superiores también. El protoconcha tiene una forma multiespiral y consta de 2,5 vueltas. El operculo del caracol cónico es pequeño y el periostraco suave. Notable por su ecología y comportamiento, Conasprella emarginata es venenosa y depredadora, capaz de picar a los humanos, lo que requiere manejo con precaución. Geográficamente, se distribuye desde Bahía Magdalena, Baja California Sur, a través de la mayor parte del Golfo de California en México, extendiéndose al sur hasta Perú, y también se reporta en las Islas Galápagos. Como depredadores, estos caracoles cónicos son vermívoros, principalmente cazando gusanos marinos. El valor de la distancia de Procrustes indica que esta especie presenta una forma de concha marcadamente divergente del promedio del grupo dentro de Conasprella.",Wikipedia: Conasprella emarginata | Wikipedia: Conasprella
Cypraecassis_coarctata,1.287.386,"Cypraecassis coarctata, found in the family Cassidae, belongs to the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, and Subclass Caenogastropoda. This species was named by G. B. Sowerby I in 1825. They are part of the genus Cypraecassis which is known to exist from the Miocene to the present. In terms of morphology, Cypraecassis coarctata belongs to a genus known for medium-sized to large sea snails. The Procrustes distance for this species is substantially higher than the group average, indicating a divergent shell form. Detailed","Cypraecassis coarctata, que se encuentra en la familia Cassidae, pertenece al Reino Animalia, Filo Mollusca, Clase Gastropoda y Subclase Caenogastropoda. Esta especie fue nombrada por G. B. Sowerby I en 1825. Forman parte del género Cypraecassis que se conoce desde el Mioceno hasta el presente. En cuanto a la morfología, Cypraecassis coarctata pertenece a un género conocido por caracoles marinos de tamaño mediano a grande. La distancia de Procrustes para esta especie es sustancialmente mayor que el promedio del grupo, lo que indica una forma de concha divergente. No se recuperó información detallada sobre morfología de la concha, hábitat o distribución.",WoRMS: https://www.marinespecies.org
Conus_gradatus,1.287.116,"Conus gradatus, commonly known as the graduated cone, is a species of sea snail in the family Conidae. This marine gastropod mollusk is part of the Eastern Pacific Ocean's fauna. Its distribution ranges from the Gulf of California, Mexico to Peru, indicating a preference for warm marine environments.

The shell of Conus gradatus varies in size from 25 mm to 60 mm. These snails have a conical shell characteristic of the genus Conus. They are known to be predatory and venomous, capable of stinging humans, which is typical behavior for cone snails. The Procrustes distance value of 1287116 signifies a significant morphological divergence from the group's average shell form, implying that its shell exhibits distinct features compared to related species. Additionally, the subspecies Conus gradatus thaanumi is now recognized as a synonym of Conus recurvus.","Conus gradatus, comúnmente conocido como el cono graduado, es una especie de caracol marino de la familia Conidae. Este molusco gasterópodo marino forma parte de la fauna del Océano Pacífico Oriental. Su distribución se extiende desde el Golfo de California en México hasta Perú, lo que indica una preferencia por ambientes marinos cálidos.

La concha de Conus gradatus varía en tamaño de 25 mm a 60 mm. Estos caracoles tienen una concha cónica característica del género Conus. Se sabe que son depredadores y venenosos, capaces de picar a los humanos, lo cual es un comportamiento típico de los caracoles cono. El valor de la distancia de Procrustes de 1287116 indica una divergencia morfológica significativa de la forma promedio del grupo, lo que implica que su concha presenta características distintivas en comparación con especies relacionadas. Además, la subespecie Conus gradatus thaanumi ahora se reconoce como un sinónimo de Conus recurvus.",Wikipedia: Conus gradatus | Wikipedia: List of Conus species
